iter	MultiClass
196	0.1397381176
197	0.1391044445
198	0.1383569135
199	0.1375708069
200	0.1372662272
201	0.1368437643
202	0.1360210042
203	0.134914946
204	0.134051188
205	0.1334140772
206	0.1324941121
207	0.1320220241
208	0.1314789961
209	0.1311592781
210	0.1305083246
211	0.1298401572
212	0.1291867732
213	0.1284707178
214	0.1279034052
215	0.1268651091
216	0.1261351816
217	0.1253950638
218	0.1245356926
219	0.1238740646
220	0.1228630178
221	0.1224613856
222	0.1220279028
223	0.1215703312
224	0.1206851127
225	0.1202869182
226	0.1197653293
227	0.1193748444
228	0.1187400219
229	0.118464164
230	0.1180755699
231	0.1175460276
232	0.1170100146
233	0.1166952591
234	0.115999947
235	0.1158225862
236	0.1154445825
237	0.1151940555
238	0.114559117
239	0.1141212201
240	0.1138101772
241	0.1136497048
242	0.1131943131
243	0.1127729388
244	0.1118671746
245	0.1115002219
246	0.111179866
247	0.1106019537
248	0.1099496864
249	0.1094707863
250	0.109020009
251	0.1085787789
252	0.1081930882
253	0.1078467502
254	0.1073885704
255	0.1066021193
256	0.1057504166
257	0.1050451245
258	0.1044480406
259	0.1038476034
260	0.1033261741
261	0.1025586119
262	0.1021025952
263	0.1016167372
264	0.1011158632
265	0.1006402377
266	0.1001845727
267	0.09971393898
268	0.09935910546
269	0.09893517489
270	0.09845516926
271	0.09785886475
272	0.09738288548
273	0.09697308044
274	0.09651171792
275	0.0959726034
276	0.09539112031
277	0.09511014304
278	0.09482562249
279	0.09429420363
280	0.09379381684
281	0.09345110552
282	0.09314566143
283	0.09264288154
284	0.0922213807
285	0.091798966
286	0.09152547035
287	0.09093114879
288	0.09055325991
289	0.09020464981
290	0.08994001198
291	0.08969181302
292	0.08920221512
293	0.08884606746
294	0.08850397222
295	0.08815433003
296	0.0876714757
297	0.08715254719
298	0.08686968772
299	0.08663209004
300	0.08636933084
301	0.08609378177
302	0.08564462897
303	0.08528052582
304	0.08480361455
305	0.08449203629
306	0.084255872
307	0.08392444507
308	0.08381429154
309	0.08361082211
310	0.08332630404
311	0.08298294105
312	0.08273659169
313	0.08256591125
314	0.08215255365
315	0.08179943708
316	0.08146756665
317	0.08101403682
318	0.08073939617
319	0.08040490415
320	0.08006577586
321	0.07977628099
322	0.07951578094
323	0.07917229664
324	0.07870434356
325	0.07843606425
326	0.07786031025
327	0.0776820195
328	0.0770899196
329	0.07681643407
330	0.07666279426
331	0.07631812228
332	0.07597614549
333	0.07567629207
334	0.07524787627
335	0.07504515009
336	0.07489968939
337	0.07470195765
338	0.07446459507
339	0.07415655739
340	0.07381395588
341	0.07348991165
342	0.07323300075
343	0.07289265316
344	0.07248073125
345	0.07215201878
346	0.07194453721
347	0.07163636365
348	0.07126937228
349	0.07107592795
350	0.07092262697
351	0.07056828634
352	0.07030323535
353	0.07010857857
354	0.06979181575
355	0.06960894041
356	0.06936775816
357	0.06913784036
358	0.06881186912
359	0.06860893025
360	0.06846331319
361	0.06812951276
362	0.06783251785
363	0.06764081932
364	0.06744599898
365	0.06727548556
366	0.06712516906
367	0.06682458677
368	0.06646260047
369	0.06614009666
370	0.06581131648
371	0.06561190454
372	0.06544449433
373	0.06532121857
374	0.0651203301
375	0.06495023115
376	0.06482875743
377	0.06467882019
378	0.06444000614
379	0.06421050411
380	0.06389018993
381	0.06353066472
382	0.06332114235
383	0.06316491064
384	0.06292681435
385	0.06272210023
386	0.06256709756
387	0.06231756081
388	0.06208059685
389	0.06194842597
390	0.06180184474
391	0.06151301482
392	0.06135704107
393	0.06119997133
394	0.0608972128
395	0.060666669
396	0.06053411485
397	0.06035311109
398	0.06022909855
399	0.06002093549
400	0.05986695357
401	0.05961292194
402	0.05942673656
403	0.05923927671
404	0.0591080972
405	0.05898335789
406	0.05876999486
407	0.05863878284
408	0.05845563865
409	0.05836026253
410	0.05805590896
411	0.05793352886
412	0.05772789792
413	0.05758157327
414	0.05734289383
415	0.05713275721
416	0.05692584113
417	0.0567989145
418	0.05661829586
419	0.05649205329
420	0.0563463381
421	0.05617962012
422	0.05609778836
423	0.05589418778
424	0.05575988571
425	0.05563270263
426	0.05547413726
427	0.05536716722
428	0.05516404273
429	0.05509061722
430	0.05498042723
431	0.05491814927
432	0.05472918973
433	0.05455982546
434	0.05448150663
435	0.05437048619
436	0.05423097995
437	0.05406973989
438	0.0539372199
439	0.0537295731
440	0.05360053792
441	0.05352898816
442	0.05345246646
443	0.05336064017
444	0.05319726488
445	0.05305587903
446	0.0528465906
447	0.05277275594
448	0.05266706517
449	0.05258223662
450	0.0525119237
451	0.05230006645
452	0.05223157035
453	0.05217493751
454	0.05208397195
455	0.0520019772
456	0.05192537964
457	0.05174407923
458	0.05162530067
459	0.05151185127
460	0.05139528888
461	0.05127619779
462	0.05117514524
463	0.05105121848
464	0.05086239035
465	0.05066343508
466	0.05053448368
467	0.05033410885
468	0.05021545055
469	0.05008535071
470	0.04994388975
471	0.04986543802
472	0.04971721408
473	0.04960648638
474	0.04949804435
475	0.04939832535
476	0.04924814324
477	0.04917284981
478	0.04905015414
479	0.04894672963
480	0.04889503142
481	0.04880995803
482	0.04868581412
483	0.04856698217
484	0.04846632063
485	0.04837245214
486	0.0482534439
487	0.04819378795
488	0.04809165747
489	0.04792971034
490	0.04787125804
491	0.04770780032
492	0.04755746403
493	0.04741932943
494	0.04725286342
495	0.04713159863
496	0.04703288902
497	0.04686993135
498	0.04674347947
499	0.04661295455
